wow_questid|zone_shortname|questgiver_name|Type|ReactionValue|PositionX|PositionY|PositionZ|Heading|AddedX|AddedY
30552|erudnext|Leraena_Shelyrak|say|Fine work. They shall never lay hands upon another kobold again. I mean paws. Here is a small reward for a fine job. Unfortunatly we have recently learned that the shamen in the forest are merely underlings to more powerful kobold shamen that reside in the kobold warrens. Continue the work of Quellious.||||||
30553|erudnext|Leraena_Shelyrak|say|Your service to this temple is commendable. I award you the rank of Disciple for your devotions to The Tranquil. When you are ready to advance return to me and I will set you upon another task.||||||
30554|erudnext|Leraena_Shelyrak|say|You have done well yet again, young disciple. I award you the rank of Regent of the Peacekeepers. With this information we can hopefully gain some insight into the workings of the kobolds' religion.||||||
30555|erudnext|Lumi_Stergnon|say|In the mountain keep called High Hold, we have heard there is a person hiring mercenaries for an attempt to obtain a High Guard battle staff. We are missing one of our staffs and believe this person has it. Go to Highpass Hold and find this person. Return the High Guard battle staff to me!||||||
30556|erudnext|Lumi_Stergnon|say|This is fabulous work, my friend! You have served your people well. Take this as a gift. I hope it can be of use to you. We need proof of these skeletons' origins. Continue the eradication of the undead and find out who creates them. Once you know, bring their head to me.||||||
30557|erudnext|Lumi_Stergnon|say|You have done well, neophyte.Let me add the touch of harmony to finish the job.. Here, then. Take these supplies. I am sure you'll need them. Soon you may be able to assist us in important missions.||||||
30558|erudnext|Nolusia_Finharn|say|Good work! Now, hold the bottle by the label! When you hand Flynn the bottle, the label will slide off. Bring me the label as proof of the deed.||||||
30559|erudnext|Nolusia_Finharn|say|Fantastic. Now I can rest assured that my brother stands a better chance of finding the right path without that manipulating little man around. Master Lanken can rest assured that the waters are safe from abuse.||||||
30560|erudnext|Raine_Beteria|say|Your silver wand has been fully enchanted. Take it and the pouch of silver dust back to the temple of Ro.||||||
30561|erudnext|Raine_Beteria|say|Thank you very much. I have always wanted one of these! Hehehe? Just kidding. I see that you have enchanted this coin. I have placed the final enchantment on it - take it back to Romar.||||||
30562|erudnext|Rarnan_Lapice|say|I sent you after that book ages ago! What took you so long? I have already completed my studies. Luckily I found the original manuscript under my bedroll. I forgot I had kept it there. Take this as a token of my apology. Maybe it will aid you in your next book hunt. I know how cunning those books can be.||||||
30563|erudnext|Reklon_Gnallen|emote|%s presses the gem of purity against the breastplate. Its dark gleam softens and then glows bright once again. 'Compassion is strong in you. Few so called heroes would sacrifice their time for such a menial task as you performed. Continue your work. Hold this ancient breastplate until you have completed your task.||||||
30564|erudnext|Reklon_Gnallen|emote|%s washes the sword's blade in the water of purity. Its dark surface begins to shine, as true as the day it was forged. 'Such a sacrifice is rare among the poor. Truly, the woman must have loved her brother. Remember the lesson you have learned from her. Keep the sword until your work is done.'||||||
30565|erudnext|Reklon_Gnallen|say|I never thought our order would see these artifacts again. With the return of these relics we can now put at ease a scar upon the history of our order. This cleansing will atone for his failure. Your soul must be pure to have given so freely of yourself. Go now, take this crested token of our order. If you wish to free his soul you must undertake another sacrifice.||||||
30566|erudnext|Sinnkin_Highbrow|say|It's about time you figured it out, genius! Maybe you should spend more time in the library. Here, take this tonic and get out of here before they see me giving it to you and turn us both inside out.||||||
30567|erudnext|Stofo_Olan|say|Yes, that is what I wanted. Here, take these notes. My teacher will be very interested if he is shown what I have found.||||||
30568|erudnext|Ticar_Lorestring|say|Take this letter to Tralyn Marsinger in Qeynos.  You can find him at the bard guild hall.  I am sure he will compensate you for your troubles.||||||
30569|erudnext|Tomekeeper_Danl|emote|%s gasps at the sight of the rare book. 'This is a great find indeed! I can only imagine who you had to.. persuade to give you the book. Our library would be very interested in acquiring this and I am prepared to give you this referral that marks you as a friend of the library. If only Lheao could see this.'||||||
30570|erudnext|Vynon_Estaliun|say|Good work. I knew you could do it. Take this as reward.||||||
30571|erudnext|Weligon_Steelherder|say|We do not award the Deepwater harpoon to just any paladin. Nobility is all well and good, but you must still prove yourself.  We have heard rumors of a very distressing matter.  Perhaps it is your calling.  Are you ready to prove allegiance to Erudin and earn the Deepwater harpoon?||||||
30572|erudnext|Weligon_Steelherder|say|Very good, my dear young follower of Prexus. You will learn that swimming is a strong skill among the Deepwater Knights. Keep this up and you may wield a Deepwater harpoon soon enough. For now, you shall wear this barnacle breastplate. It is strong enough to aid a young knight in his quest for perfection.||||||
30573|erudnext|Weligon_Steelherder|say|Fine work, Deepwater Knight. You have proven yourself an excellent addition to our ranks. These shall be used to create more Peacekeeper staffs. Oh yes, I almost forgot your reward. Here you are. Now, go, and serve Prexus.||||||
30574|erudnext|Weligon_Steelherder|say|It is done!! I pray to Prexus that the knowledge of the bridge's design has departed from this world with the passing of these intelligent men. A pity they had to die. As for you, the other states may not tolerate your presence any longer, but you have proven that allegiance to Erudin is paramount among all Erudites. I am afraid the harpoon is no more!! I bestow upon you Deep Six, my personal cutlass!! May you wield it in the name of Erudin.||||||
30575|erudnext|Weligon_Steelherder|say|Greetings and welcome to the Deepwater Knights. Here is your guild tunic. Wear it with pride, and Prexus will keep a watchful eye on you. Go find sister Laoni, she will help you get started with your studies.||||||
30576|erudnext|Weltria_Ostriss|say|Take this case and return it to me when you have collected all of the scrolls.||||||
30577|erudnext|Weltria_Ostriss|say|You have my gratitude,  $N! This will make a valuable addition to our historical volumes and perhaps offer some insight into the workings of Kobold society.||||||
30578|erudnint|Agryn_Moonfield|say|Ah!! A Peacekeeper. I have some Vasty Deep water sitting out already. Here you are. Do not let it fall into the wrong hands.||||||
30579|erudnint|Akbaq_Salid|say|These are the pelts of the most powerful of the known Titan spirits. You have done well,  $N, and you will be rewarded for your services.||||||
30580|erudnint|Akbaq_Salid|say|Excellent! These pelts are in fine condition. I was unsure what would happen to the physical forms of the titans when slain in this realm.||||||
30581|erudnint|Akbaq_Salid|say|Ah! I have been anxiously awaiting the oppurtunity to craft some powerful robes from these mystical scales.||||||
30582|erudnint|Ghanlin_Skyphire|say|Greetings. I am Ghanlin Skyphire, Master Wizard of the Crimson Hands. All of us here have devoted our lives to the studies of the arcane and mystical. Let's get you started. Here's your training robe.  Now, go find Raskena. She'll help train you and give you your first lesson.||||||
30583|erudnint|Josper_Kenshed|say|It seems my last apprentice was sent into Toxxulia to test a spell I call Ice Capade, well, everyone else calls it Column of Frost, how droll! Anyway... he never returned. I fear he is nothing more than BONES, though I hope I'm wrong. Could you find good old Ilanic and ask him, where is the scroll?! I do not wish it to fall into enemy hands. Return it and I shall let you keep the scroll. Oh yes, It is only half of a spell. I forgot to send him the full scroll. I imagine that is why he was not victorious.||||||
30584|erudnint|Josper_Kenshed|say|Well done, my young apprentice. I call you apprentice for you are nothing but a spark to my fire. This is the final component for my greatest creation. AHA!! I call it - iced tea!! Never again shall I boil under the hot sun. As for you, take this. It should serve you well. Now go away. There is no iced tea for you.||||||
30585|erudnint|Josper_Kenshed|say|I see you found Ilanic. How is he doing? I hope he is well. As for you, you may have the spell Ice Capa... err, I mean Column of Frost. Don't go and lose it now.||||||
30586|erudnint|Lanken_Rjarn|say|Welcome to the Craft Keepers! You have much to learn, and I'm sure you are anxious to get started. Here's your training robe. Go see Nolusia, she'll give you your first lesson.||||||
30587|erudnint|Mairee_Silentone|emote|%s makes a few marks on the hammer, and all the while you can hear a muffled cursing coming from the hammer head. 'Yes, it is an ancient dwarf's hammer. Interesting artifact. I've marked it to keep it stable while you retrieve something for me. You need to travel to the Plane of Sky and find a swirling sphere of color. Bring it and the hammer back to me.'||||||
30588|erudnint|Mairee_Silentone|emote|%s holds the sphere and makes intricate marks and patterns on it, eventually turning the entire crystal clear. She rolls it across the hammer, raising a ringing sound in the room. 'There. Now take the hammer back to Kinlo. He'll know what to do from here. Good luck to you.'||||||
30589|erudnint|Markus_Jaevins|say|Welcome. young one! I see you show interest in the circle of magic. Nowhere upon Norrath will you find a greater school than this - the Gatecallers. You shall wear this tunic as a sign that you have begun the training of this circle. Remember. the power of the Gatecaller is the power of summoning. Go find Vasile. he will help teach you the basics of summoning. Good luck, friend!||||||
