zoneshortname|groupindex|wmogroupid
growthplane|29|34002
guktop|105|34003
guktop|106|34004
gukbottom|297|34005
growthplane|30|34006
guktop|107|34007
greatdivide|72|34008
guktop|108|34009
guktop|109|34010
growthplane|31|34011
guktop|110|34012
guktop|111|34013
growthplane|32|34014
guktop|112|34015
guktop|113|34016
frontiermtns|21|34017
frontiermtns|22|34018
guktop|114|34019
greatdivide|73|34020
frontiermtns|23|34021
guktop|115|34022
frontiermtns|24|34023
frontiermtns|25|34024
guktop|116|34025
growthplane|33|34026
frontiermtns|26|34027
guktop|117|34028
frontiermtns|27|34029
frontiermtns|28|34030
guktop|118|34031
greatdivide|74|34032
guktop|119|34033
firiona|110|34034
gukbottom|298|34035
growthplane|34|34036
guktop|120|34037
guktop|121|34038
gukbottom|299|34039
greatdivide|75|34040
growthplane|35|34041
guktop|122|34042
guktop|123|34043
firiona|111|34044
guktop|124|34045
growthplane|36|34046
guktop|125|34047
greatdivide|76|34048
guktop|126|34049
guktop|127|34050
guktop|128|34051
guktop|129|34052
guktop|130|34053
guktop|131|34054
guktop|132|34055
guktop|133|34056
guktop|134|34057
guktop|135|34058
guktop|136|34059
guktop|137|34060
guktop|138|34061
guktop|139|34062
guktop|140|34063
guktop|141|34064
guktop|142|34065
guktop|143|34066
guktop|144|34067
guktop|145|34068
guktop|146|34069
guktop|147|34070
guktop|148|34071
guktop|149|34072
guktop|150|34073
guktop|151|34074
guktop|152|34075
guktop|153|34076
guktop|154|34077
guktop|155|34078
guktop|156|34079
guktop|157|34080
guktop|158|34081
guktop|159|34082
guktop|160|34083
guktop|161|34084
guktop|162|34085
guktop|163|34086
guktop|164|34087
guktop|165|34088
guktop|166|34089
guktop|167|34090
guktop|168|34091
guktop|169|34092
guktop|170|34093
guktop|171|34094
guktop|172|34095
guktop|173|34096
guktop|174|34097
guktop|175|34098
guktop|176|34099
guktop|177|34100
guktop|178|34101
guktop|179|34102
guktop|180|34103
guktop|181|34104
guktop|182|34105
guktop|183|34106
guktop|184|34107
guktop|185|34108
guktop|186|34109
guktop|187|34110
growthplane|37|34111
guktop|188|34112
guktop|189|34113
guktop|190|34114
guktop|191|34115
guktop|192|34116
guktop|193|34117
guktop|194|34118
guktop|195|34119
guktop|196|34120
guktop|197|34121
guktop|198|34122
guktop|199|34123
guktop|200|34124
guktop|201|34125
guktop|202|34126
guktop|203|34127
guktop|204|34128
guktop|205|34129
growthplane|38|34130
guktop|206|34131
greatdivide|77|34132
guktop|207|34133
growthplane|39|34134
guktop|208|34135
greatdivide|78|34136
growthplane|40|34137
growthplane|41|34138
growthplane|42|34139
greatdivide|79|34140
growthplane|43|34141
greatdivide|80|34142
guktop|209|34143
growthplane|44|34144
greatdivide|81|34145
growthplane|45|34146
firiona|112|34147
growthplane|46|34148
greatdivide|82|34149
guktop|210|34150
growthplane|47|34151
growthplane|48|34152
greatdivide|83|34153
growthplane|49|34154
greatdivide|84|34155
growthplane|50|34156
growthplane|51|34157
greatdivide|85|34158
guktop|211|34159
greatdivide|86|34160
greatdivide|87|34161
greatdivide|88|34162
firiona|113|34163
greatdivide|89|34164
firiona|114|34165
firiona|115|34166
halas|0|34167
firiona|116|34168
growthplane|52|34169
firiona|117|34170
halas|1|34171
greatdivide|90|34172
halas|2|34173
halas|3|34174
greatdivide|91|34175
halas|4|34176
greatdivide|92|34177
halas|5|34178
growthplane|53|34179
halas|6|34180
greatdivide|93|34181
halas|7|34182
greatdivide|94|34183
halas|8|34184
greatdivide|95|34185
halas|9|34186
greatdivide|96|34187
growthplane|54|34188
greatdivide|97|34189
greatdivide|98|34190
hateplane|0|34191
greatdivide|99|34192
highkeep|0|34193
highkeep|1|34194
greatdivide|100|34195
growthplane|55|34196
greatdivide|101|34197
greatdivide|102|34198
highkeep|2|34199
greatdivide|103|34200
greatdivide|104|34201
highkeep|3|34202
greatdivide|105|34203
growthplane|56|34204
hateplane|1|34205
highkeep|4|34206
greatdivide|106|34207
greatdivide|107|34208
highkeep|5|34209
greatdivide|108|34210
highkeep|6|34211
greatdivide|109|34212
greatdivide|110|34213
growthplane|57|34214
greatdivide|111|34215
greatdivide|112|34216
halas|10|34217
halas|11|34218
halas|12|34219
halas|13|34220
greatdivide|113|34221
halas|14|34222
growthplane|58|34223
halas|15|34224
greatdivide|114|34225
growthplane|59|34226
halas|16|34227
greatdivide|115|34228
halas|17|34229
hateplane|2|34230
halas|18|34231
greatdivide|116|34232
greatdivide|117|34233
halas|19|34234
greatdivide|118|34235
halas|20|34236
greatdivide|119|34237
greatdivide|120|34238
greatdivide|121|34239
highpass|0|34240
greatdivide|122|34241
highpass|1|34242
hateplane|3|34243
highpass|2|34244
greatdivide|123|34245
greatdivide|124|34246
greatdivide|125|34247
growthplane|60|34248
highpass|3|34249
growthplane|61|34250
hateplane|4|34251
halas|21|34252
greatdivide|126|34253
halas|22|34254
halas|23|34255
halas|24|34256
halas|25|34257
halas|26|34258
halas|27|34259
halas|28|34260
hateplane|5|34261
highpass|4|34262
halas|29|34263
halas|30|34264
halas|31|34265
halas|32|34266
halas|33|34267
halas|34|34268
halas|35|34269
halas|36|34270
growthplane|62|34271
halas|37|34272
highpass|5|34273
halas|38|34274
greatdivide|127|34275
halas|39|34276
growthplane|63|34277
hateplane|6|34278
greatdivide|128|34279
halas|40|34280
halas|41|34281
greatdivide|129|34282
growthplane|64|34283
hateplane|7|34284
growthplane|65|34285
growthplane|66|34286
growthplane|67|34287
growthplane|68|34288
greatdivide|130|34289
growthplane|69|34290
growthplane|70|34291
growthplane|71|34292
greatdivide|131|34293
greatdivide|132|34294
hole|0|34295
hole|1|34296
greatdivide|133|34297
hole|2|34298
hateplane|8|34299
hole|3|34300
greatdivide|134|34301
hole|4|34302
hole|5|34303
hole|6|34304
innothule|0|34305
greatdivide|135|34306
hole|7|34307
innothule|1|34308
innothule|2|34309
hole|8|34310
innothule|3|34311
hateplane|9|34312
hole|9|34313
hateplane|10|34314
innothule|4|34315
hateplane|11|34316
innothule|5|34317
hateplane|12|34318
hateplane|13|34319
hole|10|34320
innothule|6|34321
hateplane|14|34322
greatdivide|136|34323
hateplane|15|34324
hateplane|16|34325
hateplane|17|34326
innothule|7|34327
hole|11|34328
hole|12|34329
greatdivide|137|34330
innothule|8|34331
hole|13|34332
innothule|9|34333
hole|14|34334
greatdivide|138|34335
innothule|10|34336
hole|15|34337
iceclad|0|34338
iceclad|1|34339
iceclad|2|34340
iceclad|3|34341
iceclad|4|34342
iceclad|5|34343
iceclad|6|34344
iceclad|7|34345
iceclad|8|34346
hole|16|34347
iceclad|9|34348
iceclad|10|34349
iceclad|11|34350
iceclad|12|34351
iceclad|13|34352
iceclad|14|34353
iceclad|15|34354
iceclad|16|34355
iceclad|17|34356
iceclad|18|34357
iceclad|19|34358
iceclad|20|34359
iceclad|21|34360
iceclad|22|34361
iceclad|23|34362
iceclad|24|34363
iceclad|25|34364
iceclad|26|34365
iceclad|27|34366
iceclad|28|34367
iceclad|29|34368
iceclad|30|34369
iceclad|31|34370
iceclad|32|34371
iceclad|33|34372
iceclad|34|34373
iceclad|35|34374
iceclad|36|34375
iceclad|37|34376
iceclad|38|34377
hole|17|34378
iceclad|39|34379
iceclad|40|34380
iceclad|41|34381
iceclad|42|34382
iceclad|43|34383
iceclad|44|34384
iceclad|45|34385
iceclad|46|34386
greatdivide|139|34387
innothule|11|34388
iceclad|47|34389
iceclad|48|34390
iceclad|49|34391
iceclad|50|34392
iceclad|51|34393
iceclad|52|34394
iceclad|53|34395
iceclad|54|34396
iceclad|55|34397
iceclad|56|34398
iceclad|57|34399
iceclad|58|34400
iceclad|59|34401
iceclad|60|34402
iceclad|61|34403
hole|18|34404
iceclad|62|34405
iceclad|63|34406
iceclad|64|34407
iceclad|65|34408
iceclad|66|34409
iceclad|67|34410
iceclad|68|34411
iceclad|69|34412
iceclad|70|34413
iceclad|71|34414
iceclad|72|34415
iceclad|73|34416
innothule|12|34417
iceclad|74|34418
iceclad|75|34419
iceclad|76|34420
iceclad|77|34421
iceclad|78|34422
iceclad|79|34423
iceclad|80|34424
iceclad|81|34425
iceclad|82|34426
hole|19|34427
innothule|13|34428
iceclad|83|34429
iceclad|84|34430
innothule|14|34431
iceclad|85|34432
iceclad|86|34433
kael|0|34434
greatdivide|140|34435
hole|20|34436
iceclad|87|34437
iceclad|88|34438
iceclad|89|34439
innothule|15|34440
iceclad|90|34441
innothule|16|34442
hole|21|34443
innothule|17|34444
kael|1|34445
iceclad|91|34446
innothule|18|34447
innothule|19|34448
hole|22|34449
iceclad|92|34450
greatdivide|141|34451
innothule|20|34452
kael|2|34453
innothule|21|34454
hole|23|34455
iceclad|93|34456
kaesora|0|34457
iceclad|94|34458
greatdivide|142|34459
iceclad|95|34460
iceclad|96|34461
iceclad|97|34462
greatdivide|143|34463
iceclad|98|34464
iceclad|99|34465
greatdivide|144|34466
greatdivide|145|34467
greatdivide|146|34468
iceclad|100|34469
greatdivide|147|34470
greatdivide|148|34471
iceclad|101|34472
kael|3|34473
kaesora|1|34474
iceclad|102|34475
iceclad|103|34476
iceclad|104|34477
iceclad|105|34478
innothule|22|34479
iceclad|106|34480
iceclad|107|34481
iceclad|108|34482
iceclad|109|34483
iceclad|110|34484
hole|24|34485
iceclad|111|34486
iceclad|112|34487
kaesora|2|34488
kael|4|34489
iceclad|113|34490
iceclad|114|34491
hole|25|34492
iceclad|115|34493
iceclad|116|34494
iceclad|117|34495
iceclad|118|34496
iceclad|119|34497
iceclad|120|34498
iceclad|121|34499
iceclad|122|34500
iceclad|123|34501
iceclad|124|34502
iceclad|125|34503
iceclad|126|34504
iceclad|127|34505
kael|5|34506
kael|6|34507
kael|7|34508
kaesora|3|34509
kael|8|34510
kaesora|4|34511
innothule|23|34512
hole|26|34513
hole|27|34514
innothule|24|34515
iceclad|128|34516
iceclad|129|34517
iceclad|130|34518
iceclad|131|34519
iceclad|132|34520
iceclad|133|34521
iceclad|134|34522
iceclad|135|34523
iceclad|136|34524
iceclad|137|34525
iceclad|138|34526
iceclad|139|34527
iceclad|140|34528
iceclad|141|34529
iceclad|142|34530
iceclad|143|34531
iceclad|144|34532
iceclad|145|34533
iceclad|146|34534
iceclad|147|34535
iceclad|148|34536
iceclad|149|34537
hole|28|34538
iceclad|150|34539
iceclad|151|34540
iceclad|152|34541
iceclad|153|34542
iceclad|154|34543
iceclad|155|34544
iceclad|156|34545
iceclad|157|34546
iceclad|158|34547
iceclad|159|34548
iceclad|160|34549
iceclad|161|34550
iceclad|162|34551
iceclad|163|34552
iceclad|164|34553
iceclad|165|34554
iceclad|166|34555
iceclad|167|34556
iceclad|168|34557
iceclad|169|34558
iceclad|170|34559
innothule|25|34560
iceclad|171|34561
kael|9|34562
iceclad|172|34563
iceclad|173|34564
iceclad|174|34565
iceclad|175|34566
iceclad|176|34567
iceclad|177|34568
iceclad|178|34569
iceclad|179|34570
iceclad|180|34571
iceclad|181|34572
iceclad|182|34573
iceclad|183|34574
iceclad|184|34575
iceclad|185|34576
iceclad|186|34577
iceclad|187|34578
iceclad|188|34579
iceclad|189|34580
iceclad|190|34581
iceclad|191|34582
iceclad|192|34583
iceclad|193|34584
hole|29|34585
iceclad|194|34586
iceclad|195|34587
iceclad|196|34588
iceclad|197|34589
iceclad|198|34590
iceclad|199|34591
iceclad|200|34592
iceclad|201|34593
iceclad|202|34594
iceclad|203|34595
iceclad|204|34596
iceclad|205|34597
hole|30|34598
kael|10|34599
iceclad|206|34600
kaladima|0|34601
innothule|26|34602
kaladima|1|34603
kaladima|2|34604
kaladima|3|34605
hole|31|34606
kaladima|4|34607
kaladima|5|34608
kaladima|6|34609
kaladima|7|34610
innothule|27|34611
kael|11|34612
kaladima|8|34613
kael|12|34614
kael|13|34615
kaladimb|0|34616
kaladima|9|34617
kaladimb|1|34618
kael|14|34619
hole|32|34620
iceclad|207|34621
kaladima|10|34622
kaladima|11|34623
kaladima|12|34624
kaladima|13|34625
kaladimb|2|34626
iceclad|208|34627
kaladimb|3|34628
iceclad|209|34629
iceclad|210|34630
iceclad|211|34631
iceclad|212|34632
iceclad|213|34633
iceclad|214|34634
iceclad|215|34635
hole|33|34636
kaladimb|4|34637
iceclad|216|34638
kaladimb|5|34639
iceclad|217|34640
kaladimb|6|34641
kaladimb|7|34642
kaladimb|8|34643
iceclad|218|34644
kaladimb|9|34645
innothule|28|34646
kaladimb|10|34647
innothule|29|34648
kaladimb|11|34649
kaladimb|12|34650
innothule|30|34651
iceclad|219|34652
kaladimb|13|34653
kaladimb|14|34654
kaladimb|15|34655
kaladimb|16|34656
kaladimb|17|34657
kaladimb|18|34658
kaladimb|19|34659
kaladimb|20|34660
kaladimb|21|34661
kaladimb|22|34662
kaladimb|23|34663
kaladimb|24|34664
kaladimb|25|34665
kaladimb|26|34666
kaladimb|27|34667
iceclad|220|34668
iceclad|221|34669
hole|34|34670
kaladimb|28|34671
hole|35|34672
kaladimb|29|34673
iceclad|222|34674
iceclad|223|34675
iceclad|224|34676
hole|36|34677
iceclad|225|34678
iceclad|226|34679
iceclad|227|34680
kedge|0|34681
iceclad|228|34682
karnor|0|34683
karnor|1|34684
iceclad|229|34685
iceclad|230|34686
iceclad|231|34687
iceclad|232|34688
iceclad|233|34689
iceclad|234|34690
iceclad|235|34691
karnor|2|34692
kerraridge|0|34693
karnor|3|34694
kerraridge|1|34695
karnor|4|34696
karnor|5|34697
kerraridge|2|34698
kaladima|14|34699
hole|37|34700
kaladima|15|34701
kerraridge|3|34702
karnor|6|34703
hole|38|34704
kaladima|16|34705
kerraridge|4|34706
karnor|7|34707
kaladima|17|34708
hole|39|34709
kaladima|18|34710
karnor|8|34711
kaladima|19|34712
kedge|1|34713
kaladima|20|34714
hole|40|34715
kaladima|21|34716
hole|41|34717
karnor|9|34718
kaladima|22|34719
kaladima|23|34720
iceclad|236|34721
hole|42|34722
karnor|10|34723
kaladima|24|34724
iceclad|237|34725
iceclad|238|34726
kerraridge|5|34727
kaladima|25|34728
hole|43|34729
iceclad|239|34730
karnor|11|34731
iceclad|240|34732
kaladima|26|34733
karnor|12|34734
hole|44|34735
iceclad|241|34736
kaladima|27|34737
hole|45|34738
kaladima|28|34739
iceclad|242|34740
kaladima|29|34741
kaladima|30|34742
karnor|13|34743
iceclad|243|34744
kaladima|31|34745
kaladima|32|34746
karnor|14|34747
kaladima|33|34748
iceclad|244|34749
hole|46|34750
kaladima|34|34751
karnor|15|34752
kaladima|35|34753
kaladima|36|34754
kaladima|37|34755
kaladima|38|34756
kaladima|39|34757
kaladima|40|34758
kaladima|41|34759
kaladima|42|34760
kaladima|43|34761
kaladima|44|34762
karnor|16|34763
kaladima|45|34764
kaladima|46|34765
kaladima|47|34766
kaladima|48|34767
kaladima|49|34768
kaladima|50|34769
kaladima|51|34770
kaladima|52|34771
kaladima|53|34772
kaladima|54|34773
kedge|2|34774
kedge|3|34775
kaladima|55|34776
kaladima|56|34777
kaladima|57|34778
kaladima|58|34779
kaladima|59|34780
kaladima|60|34781
karnor|17|34782
kaladima|61|34783
kaladima|62|34784
kaladima|63|34785
kaladima|64|34786
kaladima|65|34787
kaladima|66|34788
kaladima|67|34789
kerraridge|6|34790
kaladima|68|34791
kaladima|69|34792
karnor|18|34793
kaladima|70|34794
karnor|19|34795
karnor|20|34796
karnor|21|34797
karnor|22|34798
kithicor|0|34799
kithicor|1|34800
kurn|0|34801
kurn|1|34802
kurn|2|34803
kurn|3|34804
kurn|4|34805
kurn|5|34806
kithicor|2|34807
lavastorm|0|34808
kurn|6|34809
lavastorm|1|34810
lavastorm|2|34811
lavastorm|3|34812
kurn|7|34813
lavastorm|4|34814
lavastorm|5|34815
kurn|8|34816
lavastorm|6|34817
lavastorm|7|34818
lavastorm|8|34819
kurn|9|34820
lakerathe|0|34821
lavastorm|9|34822
lavastorm|10|34823
kurn|10|34824
lavastorm|11|34825
lakerathe|1|34826
kurn|11|34827
kurn|12|34828
lakerathe|2|34829
kurn|13|34830
lakerathe|3|34831
lavastorm|12|34832
kurn|14|34833
lakerathe|4|34834
lavastorm|13|34835
kithicor|3|34836
lakerathe|5|34837
kurn|15|34838
kithicor|4|34839
lakerathe|6|34840
kurn|16|34841
lakeofillomen|0|34842
kurn|17|34843
kithicor|5|34844
lakerathe|7|34845
lakeofillomen|1|34846
lakerathe|8|34847
kurn|18|34848
lfaydark|0|34849
lakerathe|9|34850
kurn|19|34851
kurn|20|34852
lfaydark|1|34853
lfaydark|2|34854
lakeofillomen|2|34855
lfaydark|3|34856
lfaydark|4|34857
lakeofillomen|3|34858
lfaydark|5|34859
kithicor|6|34860
kithicor|7|34861
lfaydark|6|34862
lfaydark|7|34863
lakeofillomen|4|34864
lfaydark|8|34865
lfaydark|9|34866
lakeofillomen|5|34867
lfaydark|10|34868
load|0|34869
lakeofillomen|6|34870
lakeofillomen|7|34871
load|1|34872
lakeofillomen|8|34873
lakeofillomen|9|34874
lfaydark|11|34875
lakeofillomen|10|34876
lakeofillomen|11|34877
misty|0|34878
mistmoore|0|34879
lakeofillomen|12|34880
mistmoore|1|34881
mistmoore|2|34882
lakeofillomen|13|34883
mistmoore|3|34884
lfaydark|12|34885
mistmoore|4|34886
lakeofillomen|14|34887
misty|1|34888
mistmoore|5|34889
mistmoore|6|34890
mistmoore|7|34891
mistmoore|8|34892
mistmoore|9|34893
mistmoore|10|34894
mistmoore|11|34895
mistmoore|12|34896
mistmoore|13|34897
mistmoore|14|34898
mistmoore|15|34899
lakeofillomen|15|34900
mistmoore|16|34901
misty|2|34902
lakeofillomen|16|34903
mistmoore|17|34904
mistmoore|18|34905
lakeofillomen|17|34906
mistmoore|19|34907
mistmoore|20|34908
mistmoore|21|34909
mistmoore|22|34910
mistmoore|23|34911
lfaydark|13|34912
lakeofillomen|18|34913
mistmoore|24|34914
mistmoore|25|34915
misty|3|34916
misty|4|34917
mistmoore|26|34918
mistmoore|27|34919
lakeofillomen|19|34920
mistmoore|28|34921
mistmoore|29|34922
mischiefplane|0|34923
mistmoore|30|34924
lakeofillomen|20|34925
mistmoore|31|34926
mistmoore|32|34927
mistmoore|33|34928
mistmoore|34|34929
mistmoore|35|34930
mistmoore|36|34931
mistmoore|37|34932
lakeofillomen|21|34933
lakeofillomen|22|34934
mischiefplane|1|34935
lfaydark|14|34936
najena|0|34937
lfaydark|15|34938
lakeofillomen|23|34939
lfaydark|16|34940
mistmoore|38|34941
najena|1|34942
mistmoore|39|34943
mistmoore|40|34944
najena|2|34945
mistmoore|41|34946
najena|3|34947
mischiefplane|2|34948
najena|4|34949
najena|5|34950
lakeofillomen|24|34951
najena|6|34952
mischiefplane|3|34953
lakeofillomen|25|34954
necropolis|0|34955
najena|7|34956
necropolis|1|34957
lakeofillomen|26|34958
najena|8|34959
necropolis|2|34960
mischiefplane|4|34961
necropolis|3|34962
najena|9|34963
lakeofillomen|27|34964
necropolis|4|34965
najena|10|34966
najena|11|34967
necropolis|5|34968
mischiefplane|5|34969
lakeofillomen|28|34970
najena|12|34971
nektulos|0|34972
necropolis|6|34973
najena|13|34974
nektulos|1|34975
mischiefplane|6|34976
lakeofillomen|29|34977
necropolis|7|34978
nektulos|2|34979
nektulos|3|34980
necropolis|8|34981
nektulos|4|34982
lakeofillomen|30|34983
neriaka|0|34984
nektulos|5|34985
mischiefplane|7|34986
necropolis|9|34987
neriaka|1|34988
lakeofillomen|31|34989
neriaka|2|34990
mischiefplane|8|34991
neriaka|3|34992
lakeofillomen|32|34993
neriaka|4|34994
nektulos|6|34995
neriaka|5|34996
necropolis|10|34997
mischiefplane|9|34998
neriaka|6|34999
neriaka|7|35000
lakeofillomen|33|35001
necropolis|11|35002
nektulos|7|35003
neriaka|8|35004
nektulos|8|35005
necropolis|12|35006
neriaka|9|35007
neriaka|10|35008
neriaka|11|35009
lakeofillomen|34|35010
neriaka|12|35011
neriaka|13|35012
neriaka|14|35013
neriaka|15|35014
lakeofillomen|35|35015
neriaka|16|35016
neriakb|0|35017
neriakb|1|35018
neriaka|17|35019
neriakb|2|35020
neriakb|3|35021
neriakb|4|35022
neriakb|5|35023
neriakb|6|35024
neriakb|7|35025
neriakb|8|35026
neriakb|9|35027
neriakb|10|35028
neriakb|11|35029
neriakb|12|35030
neriakb|13|35031
neriakb|14|35032
neriakb|15|35033
neriakb|16|35034
neriakb|17|35035
neriakb|18|35036
neriakb|19|35037
neriakb|20|35038
neriakb|21|35039
neriakb|22|35040
neriakb|23|35041
neriakb|24|35042
neriakb|25|35043
neriakb|26|35044
neriakb|27|35045
neriakb|28|35046
neriakb|29|35047
neriakb|30|35048
neriakb|31|35049
neriakb|32|35050
neriakb|33|35051
neriakb|34|35052
neriakb|35|35053
neriakb|36|35054
neriakb|37|35055
neriakb|38|35056
neriakb|39|35057
neriakb|40|35058
neriakb|41|35059
neriakb|42|35060
neriakb|43|35061
neriakb|44|35062
neriakb|45|35063
neriakb|46|35064
neriakb|47|35065
neriakb|48|35066
neriakb|49|35067
neriakb|50|35068
neriakb|51|35069
neriakb|52|35070
neriakb|53|35071
neriakb|54|35072
neriakb|55|35073
neriakb|56|35074
neriakb|57|35075
neriakb|58|35076
neriakb|59|35077
neriakb|60|35078
neriakb|61|35079
neriakb|62|35080
neriakb|63|35081
neriakb|64|35082
neriakb|65|35083
neriakb|66|35084
neriakb|67|35085
