name|text
ErudJourn3|Journal Excerpt Seven``Our friend Tolsarian has led `us from Kelethin deeper into `the Faydark to the High Elf, `or Koada'Dal as they are `called in their own tongue, `city of Felwithe. I must say `compared to the tree city of `Kelethin, Felwithe is indeed a`splendid sight to behold. It's`white walls and palaces `soaring high above the canopy `of the forest. I am surprised `to find that the Koada'Dal are`much taller than their `Fier'Dal relatives, their `complexion is much paler and `their hair and eyes the colors`of the stars and skies instead`of the earth and trees. We `received a far less hospitable`welcome to the city of the `High Elves than we had `received in Kelethin. The`guards at the cities gate`questioned Tolsarian for quite`some time and looked over`each member of my company`thoroughly before admitting us`within the outer walls. Once `inside the city proper it`became apparent that while`the Feir'Dal are wise, the`Koada'Dal are the intelligent`branch of the elven family. I `have beheld wonders in this `city beyond any I have `imagined. In the northern `quarter of the city is a tower`where the elven sorcerers `study and store their magical `tomes. If only I could gain `admittance to the tower and `browse the texts myself.``Journal Excerpt Eight``A member of my company has`acquired a set of High Elven `tomes that he claims have`come from the tower of the`Keepers of the Art, the`name the Koada'Dal sorcerers`have given to themselves.`He has not mentioned how`the books came to be in his`possession and I dare not`ask until we are far beyond`the gates of this city.`Tolsarian has agreed to take `us through the Faydark to the `borders of the Steamfont `Mountains, home of the`Gnomes, creatures of distant`relation to the dwarves of `Butcherblock. I do not look `forward to another stay in a `subterranean city but from `what I have heard of the`gnomes, the discomfort may`be rewarded with knowledge`pertaining to my interests. I`am also eager to be away`from the condescending`nature of the Koada'Dal,`despite the magnificence of`their city and the wonders`they possess.`Some of my company find`my reaction to the demeanor`of the high elves to be amusing but I do not share`in their humor.``Journal Excerpt Nine``The Steamfont Mountains are `unlike any mountain range I `have beheld. Great geysers `jettison steam and scalding `water into the air and mist `and fog blankets the ground `and sky. Tolsarian has left `our company for the time`being and will await our`return at a small elven`outpost in the Faydark not`far from the borders of`Steamfont. I have begun`research to decipher the`texts that were acquired in `Felwithe but fear that what `few tomes I have brought with `me on the journey are not `sufficient for proper study `and I will not likely make `much progress with the elven `texts until I am able to `return to my study in Qeynos.`
ErudJourn4|Journal Excerpt Ten``My company and I have arrived `and been welcomed to the `Gnomish city of Ak'Anon, and I`must say, of all the things I `have seen on this journey the `city of the gnomes is the most`perplexing. The gnomes seem`to be equally adept at`creating material marvels as`well as magical ones.`There are contraptions here`far more mechanically`complex than those built`by any culture on Norrath,`including the advanced`human society from `which I hail. Unlike the high `elves of Felwithe, the gnomes `are eager to show my `companions and I the marvels `they have created, and are far`more curious about our past, `stories, and belongings than `any other peoples we have `encountered here in Faydwer.`I believe the gnomes attitude `toward my company will allow `me to inquire about their `magical practices and perhaps`even view the tomes they have `catalogued in their sorcerers `academy, The Library `Mechanamagica.``Journal Excerpt Eleven``A gnome magician of the `Eldrich Collective, the name `given to their arcane order, `has allowed me entry to the `Library Mechanamagica and `given me quick instruction on `the basics of the gnome `language. In exchange for `allowing the Eldrich `Collective to examine the `elven tomes I acquired in `Felwithe they are giving me `several copies of gnomish `arcane books containing `theories and practical `applications of the magical `arts. I am grateful that my `journey has led me to the `gnomish city despite my `original apprehension and `assumption that they would be `more similar to their distant `relatives the dwarves. It is `apparent that the gnomes are `highly civilized and extremely`intelligent, but I fear they `are a bit too trusting of `outsiders and that congenial `trait may one day cause them `to suffer. In a few days time `my company and I shall once `again meet up with the `half-breed Tolsarian and he `shall escort us back through `the Faydark and Butcherblock `Mountains to the docks so that`we may charter passage on a `ship back to Antonica. That `should give the drunkards `among my companions`sufficient time to recover`from their consumption`of Gnomish Spirits.`From Freeport we shall`charter another ship to`carry us around the coastline `of Antonica and back to our `homes in Qeynos.`I am eager to return to my`study and learn all I`can of these elven and `gnomish arcane tomes I have `acquired.`
ErudMagGM01|Enroll in Jaevins' School. Go to the blue teleport gem above the fountain, it will take you into the palace. Go upstairs and give this note to Markus Jaevins, in the Tower of The Gate Callers, and he will teach you the ways of the Magician.
ErudNecGM01|Flee the gates of this pathetic city, and join the ranks of most powerful masters of the arcane. Our army grows stronger everyday, and soon we shall overtake Erudin, and then all of Norrath. Take this note to Pluxia Vaktus.  She is the current leader of the Heretics, hidden deep in the forest of Toxxulia.  Join Pluxia and the Heretics, and one day we shall rule all of Odus.
ErudPalGM01|Welcome friend. Join us in the worship of Prexus, the Ocean Lord. From the harbor, go through the entrance opposite the boathouse, and then walk onto the blue teleport gem. Seek out the Deepwater Knights, and give this note to Weligon Steelherder, the Guild Master.
ErudPalGM02|Come to the Temple of Light, in the city of Erudin. From the harbor, go through the entrance opposite of the boathouse, and then walk onto the blue teleport gem. Give this note to Depnar Bulrious, and he will welcome you into the Followers of Quellious.
ErudWizGM01|Devote yourself to the study of the arcane arts. Go to the blue teleport gem above the fountain, it will take you into the palace. Go upstairs and give this note to Ghanlin Skyphire, and he will teach the ways of the Wizard.
ERUGansQ|Brother,                                     Your report is two weeks late. I fear something has harmed you and have sent this courier to inquire about your well being. Please send the courier back with message of your health and progress.         Regards,                           Gans
ERUMirP1|..I have seen on all of Norrath.  She was completely under the thrall of Mayong.  But, I found her research on confining a soul within a golem of straw intriguing.
ERUNews|"}-------------------------}`    ::Odus Chronicle::`   }-------------------------}``     Volume 8, No. 1``~Wayfarers to Build Ship~``Wayfarers Brotherhood leader, Morden Rasp, has claimed the northwestern edge of Antonica as his shipyard.  ``He has named the area, Nedaria's Landing, after one of his leaders and close friends, reports say.``Sources say that the area is still being surveyed and that Rasp does have plans to hire the best and brightest shipwrights in Norrath.  Get your resumes ready.``There is plenty of employment and work required for this ship which Rasp has called, ""the biggest ship the world has ever seen.""``~Citizen Interrogated~``Nolusia Finharn was interrogated last week about her brother, Moodoro Finharn, who is accused of nefarious dealings with a halfling, Flynn Merrington.``In question is the possible theft and resale of waters from the Vasty Deep.  Erudite librarians agree that rumors suggest that the waters of Vasty Deep are sacred and carry magic properties that can be exploited.``Moodoro was accused of stealing the waters and delivering them to Merrington in Qeynos.  He was jailed and has since escaped. ``Erudite officials are looking for any information leading to the capture of Moodoro, who remains missing.  The interrogation of Nollusia yielded no useful information, anonymous sources say.`"
ERUNews0|**--**The Odus Chronicle**--**``*=*Vol. VII: Issue II *=* `--= Varsoon's Uprising =--``Our reporters have gained some`rather interesting and `somewhat disturbing `information about a recent `state of turmoil to overrun `the hills of Qeynos. Undead in`the form of a skeletal army `have taken the Qeynos Hills as`their battlefield. However, `the mere presence of this `skeletal army is the least of `our and the people of Qeynos' `worries.``It appears that Varsoon the `undying has gained a `mysterious and very powerful `benefactor, a Teir'Dal`by the name of Vashaar. `Rumors have it that Varsoon `has raised this army in `following Vashaar's orders to `overrun the city of Qeynos and`relieve the troubled nation of`its citizens and freedom. ``Fortunately, Qeynos' own army `has strengthened its defenses `against the intentions of `Varsoon and the noble `adventurers of Norrath have `gathered to aid Qeynos in its `defense. Though it is highly `unlikely such an army could `take Qeynos with the `Priests and Knights of `Thunder, we give our prayers `to The Tranquil in hopes that `Qeynos will emerge victorious `once again from this darkness.```
ERUNews112003|"}-------------------------}`    ::Odus Chronicle::`   }-------------------------}``     Volume 8, No. 2``~Wayfarers Find Grozmok Stone~``The Wayfarers Brotherhood has located the Grozmok Stone.``Calliav Giniuar, a magician becoming known for his strange visions, is now studying the stone.``""Our friend, Calliav, is researching the Grozmok Stone and believes it has some kind of magic that may impact our next journey,"" said Morden Rasp, Wayfarers Brotherhood leader.``The ship that the Wayfarers Brotherhood is building in Nedaria's Landing is well underway as well.``""We're always looking for enterprising young Norrathians to help us out here,"" Rasp said.````~Jordin Sretin Suspended~``Jordin Sretin was suspended from his duties by the High Council of Erudin for three days.``In an official document, Sretin was suspended from his duties for ""ill-kept documentation of shipments,"" and ""possible theft of goods.""``""Okay, I may not be the neatest recordkeeper around, but I've always done my job!"" Sretin said with frustration.  ""And I never stole anything!  It's not my fault that pirates rob our vessels while sailing across Erud's Crossing.  Give me a break!""``Sretin is already back at work, but will be dismissed permanently if he doesn't improve his record keeping or is caught with stolen goods.``""We need to stay properly informed of our cities goods and supplies,"" an anonymous council member said.  ""We've wanted him to improve his methods for years.  Hopefully this citation will provide some results.""`"
