id|emoteid|event|type|text
1597|887|3|0|Death will find you...as it has found me.
1598|888|1|0|You shall pay for your crimes!
1599|888|3|0|You are formidable, perhaps the wrath of Marr will be exercised here!
1600|889|1|0|You do not wish to be an enemy of Alto Bellumon!
1601|889|3|0|For the honor of Alto Bellumon!
1602|890|1|0|The strengh of the Alto Roburon shall be displayed in your death!
1603|890|3|0|I underestimated your power... The Alto Roburon will be prepared next time!
1604|891|1|1|glares in your direction.
1605|891|3|1|falls lifelessly to the ground.
1606|892|1|0|You shall die for the glory of Marr!
1607|892|3|3|The guardian falls to the ground in defeat, no longer able to protect Marr.
1608|893|7|1|awakens from a deep slumber.
1609|893|3|1|groans in agony...
1610|894|1|0|You dare defile the Temple of Marr? Only your death will pay for these crimes!
1611|894|3|0|My death will not be without honor. Tales will be told of my valiant efforts to defeat invaders of the temple.
1612|895|1|1|glares in your direction.
1613|895|3|1|falls lifelessly to the ground.
1614|896|1|1|growls viciously revealing a full set of razor sharp teeth.
1615|896|3|1|falls to the floor gasping for breath.
1616|897|1|1|raises an arm towards its intended victim.
1617|897|3|1|slumps to the ground unable to breathe.
1618|898|1|1|lunges at you.
1619|898|3|1|croaks.
1620|899|1|1|erupts into life.
1621|899|3|1|crackles back into death.
1622|900|1|1|moves sluggishly towards its next victim.
1623|900|3|1|slowly dissolves back into the earth.
1624|901|1|1|moves into battle, joints squealing
1625|901|3|1|collapses into a pile of dented metal
1626|902|1|0|I shall strike you down for the glory of Marr!
1627|902|3|0|Death comes to us all. In time death shall find you.
1628|903|1|0|Quick! An intruder is trying to let the beast free!
1629|903|3|1|silently falls unable to move or breathe.
1630|904|1|0|Take arms men!
1631|904|3|0|I die with honor...
1632|905|1|0|Protect the goods!
1633|905|3|1|falls lifelessly to the ground.
1634|906|1|0|Do not attempt to let this vile beast free!
1635|906|3|1|slumps to one side slowly breathing. His eyes close as his breathing slows, and ultimately stops.
1636|907|1|0|Leave immediately!!
1637|907|3|1|falls lifelessly to the ground.
1638|908|1|0|You won't get any of our goods!
1639|908|3|1|falls lifelessly to the ground.
1640|909|1|0|Quick! An intruder is attempting to take our wares!
1641|909|3|1|drops to the floor no longer filled with life.
1642|910|1|0|You dare strike an officer?!?
1643|910|3|0|My death is with honor. One day you too will die. Your death will be without honor.
1644|911|1|0|How dare you interrupt our meetings!
1645|911|3|0|Death will come to you one day. That day will be a day without honor.
1646|912|1|0|You dare to spill blood before the might of Marr?
1647|912|3|0|My death is with honor.
1648|913|1|0|Leave at once! Before there is bloodshed.
1649|913|3|0|My death is with honor.
1650|914|1|0|Leave at once! Before there is bloodshed.
1651|914|3|0|Mithaniel Marr...I pray to you...
1652|915|1|0|For the glory of Marr!
1653|915|3|1|falls to the ground letting out a pathetic croak.
1654|916|1|0|You dare strike an officer?!?
1655|916|3|0|Mithaniel Marr...I pray to you...
1656|917|1|1|roars at the sight of its next meal.
1657|917|3|1|falls to the ground shattering into pieces.
1658|918|1|1|reveals its fangs.
1659|918|3|1|shatters into small pieces of glass.
1660|919|1|1|quickly moves towards its next victim.
1661|919|3|1|drops to the ground making a crackling noise.
1662|920|1|0|You shall die before you get past me!
1663|920|3|3|The watchman fails to protect the passage.
1664|921|1|1|scurries quickly towards you.
1665|922|1|0|Assessment complete. Compatibility : TRUE. Salvage mode activated.
1666|923|1|1|'s gears begin to whir, activated by your presence.
1667|924|1|1|grabs at your bracer, needing it for parts.
1668|925|1|1|'s hinges squeal loudly as it runs towards you.
1669|926|1|1|begins to spill in your direction, absorbing everything in its path!
1670|927|1|1|feeds on the scrap parts around it, and begins to head in your direction!
1671|928|1|1|advances, its gears clanking maddeningly.
1672|928|3|1|grinds to a stop, clanking and groaning.
1673|929|1|0|Violation of perimeter. Access is not granted.
1674|930|1|1|uproots and heads right for you!
1675|930|2|3|The massive tree warps and twists as the living aura drains from it.
1676|931|1|1|scurries towards you, angrily screeching at you.
1677|932|1|1|growls fiercely then attacks!
1678|933|1|1|ruffles its leaves and scuttles toward you.
1679|933|2|3|The poisonous petals fall to the ground, no longer a threat.
1680|934|1|1|slithers towards you, the look of poison evident on its fangs.
1681|935|1|0|Have you learned nothing from the cave dwellers? This assault will prove fruitless!
1682|935|2|3|The Srerendi warrior hacks and wheezes his last breath as his corpse slams to the ground.
1683|936|1|0|The power of storms is not yours to be had!
1684|936|3|0|I have finally met my match. To the winds I return. . .
1685|937|1|0|No on shall best Paruek the Strong in battle!
1686|937|3|0|Brother, I have been slain... you must... avenge me!
1687|938|1|0|No one shall best Faruek the Bold in battle!
1688|938|3|0|Brother, I have been slain... you must... avenge me!'
1689|939|1|0|Zek will rule the waves!
1690|939|3|0|The Warlord will see that you pay!
1691|940|1|1|engulfs you!
1692|941|1|1|becomes mobile and lurches at you with its sharp spines.
1693|942|1|0|Little whelp below me, prepare to meet the desert sand!
1694|942|3|0|Unbelievable... I... ugh...
1695|943|1|0|You seek eternal life among the sands? You have come to the right place!
1696|943|3|0|The power of these sands is overwhelming, my death will not end that!
1697|944|1|0|Froak! Froak!
1698|944|3|0|FROAAaakk. . .
1699|945|1|0|When you fall to my hand in the forest, will anyone care?
1700|945|2|3|The last remnants of a once mighty Storm fall to your feet.
1701|946|1|0|The trees have heard your plea, you will suffocate under the branch's might!
1702|946|3|0|Fear the whisper among the leaves, I have cursed you to death.
1703|947|1|0|You dare to defile our treetop sanctuary and expect to live?
1704|947|3|0|The Ancient will hear of this, the trees will make sure of that.
1705|948|1|1|roars, assaulting you with a maelstrom of dust of debris.
1706|948|3|1|'s eyes grows silent, as the storms of debris surrounding him fall to the ground.
1707|949|1|0|I will grind you to dust.
1708|949|3|0|Your victory is meaningless.
1709|950|1|0|You trespass the Taarid's lands, you will die painfully.
1710|950|3|0|I have been abandoned by my gods, they have failed me.
1711|951|1|1|swings at you with a massive smithy hammer.
1712|951|3|1|collapses, no longer able to support his own bulk.
1713|952|1|0|Now you will understand the fury water can bring!
1714|952|3|1|falls to the ground with a wet thud.
1715|953|1|0|You will know true power, fool!
1716|953|3|3|Water splashes into your face as the creature falls dead.
1717|954|1|0|I hope you don't expect to win, I will make your death swift.
1718|954|3|0|Bastion of Thunder is ours, regardless of my demise.
1719|955|1|3|You struggle to fight rising winds.
1720|955|3|1|falls to the ground as the winds surrounding it fade.
1721|956|1|1|tosses a small funnel storm in your direction.
1722|956|3|0|Death comes to us all. I will now rejoin the winds.
1723|957|1|0|You will feel the wrath of Nature's winds.
1724|957|3|0|You may have won, but your victory will be short lived.
1725|958|1|0|I will show you the power of my gods!
1726|958|3|1|'s eyes glow brightly, then fade as it falls to the ground.
1727|959|1|1|crackles angrily with energy as it charges toward you.
1728|959|3|1|sizzles as the static field surrounding it fades.
1729|960|1|0|Tiny creature, you shouldn't meddle in the affairs of The Kuraaln.
1730|960|3|1|erupts with bolts of lightning as its lifeless body collapses to the ground.
1731|961|1|1|flitters toward you and attacks.
1732|961|3|1|stops clicking and falls to the ground.
1733|962|1|1|comes to life and attacks.
1734|962|3|1|returns to inanimate stone.
1735|963|1|0|This should be fun, I was starting to get bored.
1736|963|3|0|looks surprised as it falls dead.
1737|964|1|1|snarls at you, bearing its teeth in your direction.
1738|964|3|1|whimpers and falls onto its side.
1739|965|1|3|As Gaukr glares in your direction stones and rocks begin to swirl around you violently.
1740|965|3|3|The whirlwinds of rocks and debris that were assaulting you stop as Gaukr collapses.
1741|966|1|1|glares at you, his fury causing the clouds surrounding him to go dark.
1742|966|3|1|begins to fall, then is caught in his own whirlwinds as he loses his focus.
1743|967|1|1|begins to summon ice storms to his aid.
1744|967|3|0|Your victory will be short lived, enjoy it while you can.
1745|968|1|3|Storm clouds begin to gather over your head.
1746|968|3|1|falls to the ground as the winds surrounding it fade.
1747|969|1|1|clicks its wings at you. 'None are allowed audience with the master, you will die here.'
1748|969|3|1|shell cracks as it attempts in vain to fly away.
1749|970|1|1|skitters to attack.
1750|970|3|1|sprays fiery blood all around as it descends into the oblivion of death.
1751|971|1|0|I see invaders prepare to attack!
1752|971|3|0|You will burn for this fool! My brethren will carry out a vengeance pledge upon you.
1753|972|1|1|burns brighter as it moves to attack.
1754|972|3|1|fires fade away as it falls into the embrace of death.
1755|973|1|1|charges in to attack you.
1756|973|3|1|rears back in one last death gasp.
1757|974|1|0|I will burn you away to nothing.
1758|974|3|0|May Fennin's flames take you.
1759|975|1|0|Invaders! Invaders! To arms my brethren.
1760|975|3|0|My comrades will avenge me.
1761|976|1|1|makes its way towards you as it prepares to defend this land.
1762|976|3|1|collapses in a pile of rubble.
1763|977|1|0|Searing pain shall be yours.
1764|977|3|0|The fires of doom will burn bright once again!
1765|978|1|0|Prepare to be burned.
1766|978|3|0|The burning fires have been quenched.
1767|979|1|1|takes form with weapons drawn and begins to pursue you.
1768|979|3|1|keels over and falls into numerous pieces of dented armor
1769|980|1|1|is clearly disturbed by your presence and begins to chase you.
1770|980|3|1|explodes into a puddle of flesh and wings.
1771|981|3|0|The inhabitants of Air will surely hear of my death. I can only hope your death comes soon.
1772|982|3|0|Do not think this is the end, fools. You have only begun to see what will be necessary to preserve this land.
1773|983|1|0|I will not allow you to defile this plane mortal, prepare to die.
1774|983|3|0|This I cannot believe, I have failed you Xegony.
1775|984|1|1|begins to move towards you aggressively dripping poison from its fangs.
1776|984|3|1|convulses violently and lets out an earsplitting screech.
1777|985|1|1|draws its daggers and begins to pursue you.
1778|985|3|0|You have bested me in combat but this is far from the end.
1779|986|1|1|begins to chant a warcry in an unknown language.
1780|986|3|1|submits to the multiple attacks upon it and falls to the ground battered and beaten.
1781|987|1|1|forms itself into a massive wall of elemental energies and begins to move towards you.
1782|987|3|1|loses all strength to fight and lays lifeless at your feet.
1783|988|1|1|expands its wings and draws its claws.
1784|988|3|1|swoops to the ground unable to defend itself any longer.
1785|989|1|1|caws maliciously as it aims its ire at you.
1787|990|1|0|Invaders have been seen. Attack!
1788|990|3|0|The master down deep will stop you.
1789|991|1|1|swims toward you in a blood frenzy.
1790|991|3|1|seems to be locked in momentary agony as death comes upon it.
1791|992|1|1|makes an attempt to spear you with its nose.
1792|992|3|1|spasms as it goes into the final peace of death.
1793|993|1|1|moves swiftly towards a new victim.
1794|993|3|1|floats slowly in the middle of the water as its last life forces escape from its body.
1795|994|1|1|roars as it moves to attack.
1796|994|3|1|convulses again and again in its death throes.
1797|995|1|1|swims quickly towards you intent on making you its next meal.
1798|995|3|1|thrashes one last time then lies still dead.
1799|996|1|1|speeds towards its new victim.
1800|996|3|1|drifts aimlessly through the water.
1801|997|1|1|attempts to eviscerate you with its tongue.
1802|997|3|1|lets out one last glub before it loses all life.
1803|998|1|1|gnashes its huge pointy fangs together as it moves to claim another as its victim.
1804|998|3|1|has its last vestiges of life escape as it falls dead.
1805|999|1|0|We are the protectors and guardians of this domain, death is all you will find here.
1806|999|3|0|Even now Coirnav awaits to deal swift death to you. Flee weaklings.
1807|1000|1|0|Flee now mortals, this is not a place for you.
1808|1000|3|0|Alas I have failed Coirnav. May others drive you from our domain.
1809|1001|1|1|comes to life before your eyes and begins to attack you.
1810|1001|3|1|crumbles in hundreds of broken branches and lies motionless.
